Date, Timestamp, Level, Module, Description
Date, Timestamp, Level, Module, Description
Date, Timestamp, Level, Module, Description
Date, Timestamp, Level, Module, Description
Date, Timestamp, Level, Module, Description
Date, Timestamp, Level, Module, Description
Date, Timestamp, Level, Module, Description
Date, Timestamp, Level, Module, Description
Date, Timestamp, Level, Module, Description
Date, Timestamp, Level, Module, Description
Date, Timestamp, Level, Module, Description
Date, Timestamp, Level, Module, Description
Date, Timestamp, Level, Module, Description
Date, Timestamp, Level, Module, Description
Date, Timestamp, Level, Module, Description
02-21,10:47:16.815,E,InputReader,POWER	Key comes, notifyKey - eventTime=494599708015000, deviceId=4, source=0x101, policyFlags=0x0, action=0x0, flags=0x8, keyCode=0x1a, scanCode=0x74, metaState=0x0, downTime=494599708015000
02-21,10:47:24.983,E,fb4a.FbTrafficStats,Unable	data usage from system file
02-21,10:47:24.983,E,fb4a.FbTrafficStats,X.2Rl:	(Permission denied)
02-21,10:47:24.983,E,fb4a.FbTrafficStats,at	
02-21,10:47:24.983,E,fb4a.FbTrafficStats,at	
02-21,10:47:24.983,E,fb4a.FbTrafficStats,at	
02-21,10:47:24.983,E,fb4a.FbTrafficStats,at	
02-21,10:47:24.983,E,fb4a.FbTrafficStats,at	
02-21,10:47:24.983,E,fb4a.FbTrafficStats,at	
02-21,10:47:24.983,E,fb4a.FbTrafficStats,at	
02-21,10:47:24.983,E,fb4a.FbTrafficStats,at	
02-21,10:47:24.983,E,fb4a.FbTrafficStats,at	
02-21,10:47:24.983,E,fb4a.FbTrafficStats,Caused	/proc/net/xt_qtaguid/stats (Permission denied)
02-21,10:47:24.983,E,fb4a.FbTrafficStats,at	
02-21,10:47:24.983,E,fb4a.FbTrafficStats,at	
02-21,10:47:24.983,E,fb4a.FbTrafficStats,at	
02-21,10:47:24.983,E,fb4a.FbTrafficStats,at	
02-21,10:47:24.983,E,fb4a.FbTrafficStats,...	
02-21,10:47:24.985,E,fb4a.FbTrafficStats,Unable	data usage from system file
02-21,10:47:24.985,E,fb4a.FbTrafficStats,X.2Rl:	(Permission denied)
02-21,10:47:24.985,E,fb4a.FbTrafficStats,at	
02-21,10:47:24.985,E,fb4a.FbTrafficStats,at	
02-21,10:47:24.985,E,fb4a.FbTrafficStats,at	
02-21,10:47:24.985,E,fb4a.FbTrafficStats,at	
02-21,10:47:24.985,E,fb4a.FbTrafficStats,at	
02-21,10:47:24.985,E,fb4a.FbTrafficStats,at	
02-21,10:47:24.985,E,fb4a.FbTrafficStats,at	
02-21,10:47:24.985,E,fb4a.FbTrafficStats,at	
02-21,10:47:24.985,E,fb4a.FbTrafficStats,at	
02-21,10:47:24.985,E,fb4a.FbTrafficStats,Caused	/proc/net/xt_qtaguid/stats (Permission denied)
02-21,10:47:24.985,E,fb4a.FbTrafficStats,at	
02-21,10:47:24.985,E,fb4a.FbTrafficStats,at	
02-21,10:47:24.985,E,fb4a.FbTrafficStats,at	
02-21,10:47:24.985,E,fb4a.FbTrafficStats,at	
02-21,10:47:24.985,E,fb4a.FbTrafficStats,...	
02-21,10:48:29.427,E,rutils,releaseProcess	1
02-21,10:49:21.172,E,DreamController,Unable	to bind dream service: Intent { act=android.service.dreams.DreamService flg=0x800000 cmp=com.google.android.deskclock/com.android.deskclock.Screensaver }
02-21,10:49:21.602,E,NetworkDs,handleRecordStateInfo...	
02-21,10:49:21.864,E,com.oppo.aod,Not	since process cannot load the jdwp agent.
02-21,10:49:21.867,E,NetlinkEvent,NetlinkEvent::FindParam():	NetlinkEvent: NetlinkEvent::FindParam(): Parameter 'INTERFACE' not found
02-21,10:49:21.867,E,NetlinkEvent,NetlinkEvent::FindParam():	NetlinkEvent: NetlinkEvent::FindParam(): Parameter 'STATE' not found
02-21,10:49:21.867,E,NetlinkEvent,NetlinkEvent::FindParam():	NetlinkEvent: NetlinkEvent::FindParam(): Parameter 'TIME_NS' not found
02-21,10:49:21.867,E,NetlinkEvent,NetlinkEvent::FindParam():	NetlinkEvent: NetlinkEvent::FindParam(): Parameter 'UID' not found
02-21,10:49:22.029,E,PhoneState,iconId	is 0android.widget.ImageView{a40a4d2 G.ED..... ......I. 0,0-0,0 #7f0a0117 app:id/data_inout}
02-21,10:49:22.033,E,Kgd.KeyguardSimState,isInvalidSimSlotId	sub2
02-21,10:49:22.035,E,Kgd.KeyguardSimState,isInvalidSimSlotId	sub2
02-21,10:49:22.155,E,soundtrigger,audio_extn_sound_trigger_set_parameters:	audio_extn_sound_trigger_set_parameters: str_params NULL
02-21,10:49:22.394,E,PhoneState,iconId	is 0android.widget.ImageView{a40a4d2 G.ED..... ......I. 0,0-0,0 #7f0a0117 app:id/data_inout}
02-21,10:49:22.435,E:,android_rutils_RUtils:,bArrSize	202 
02-21,10:49:22.453,E,Parcel,Reading	a NULL string not supported here.
02-21,10:49:22.455,E,Parcel,Reading	a NULL string not supported here.
02-21,10:49:22.464,E,FingerprintHal,fingerprint_authenticateAsType	
02-21,10:49:22.464,E,[GF_HAL][Device],[enable_tp]	mode = 1.
02-21,10:49:22.474,E,android.hardware.biometrics.fingerprint@2.1-service,vendorAcquiredFilter:	1003
02-21,10:49:22.493,E,SurfaceFlinger,error	SurfaceFlinger: error setOppoPowerStatus:/sys/kernel/oppo_display/power_status(-1)
02-21,10:49:22.666,E,sensors-hal,handle_sns_std_sensor_event:79,	step_count: ts=904390552169659 ns; step = 91652,last report step = 91652, slpi step = 91652,last slpi step = 91652
02-21,10:49:23.481,E,Parcel,Reading	a NULL string not supported here.
02-21,10:49:24.554,E,sensors-hal,handle_sns_client_event:88,	prox_event: ts=904389791394659, slpi_ts=17364351849797 , raw_adc=1, near_far=0, distance=5.000000
02-21,10:49:24.991,E,SurfaceFlinger,error	SurfaceFlinger: error setOppoPowerStatus:/sys/kernel/oppo_display/power_status(-1)
02-21,10:49:27.576,E,sensors-hal,handle_sns_client_event:58,	amd_event: report_ts=2931,state=1.000000
02-21,10:49:27.597,E,SurfaceFlinger,error	SurfaceFlinger: error setOppoPowerStatus:/sys/kernel/oppo_display/power_status(-1)
02-21,10:49:28.563,E,FingerprintService,writeLcdHighLightPath	0
02-21,10:49:28.564,E,[GF_HAL][FingerprintCore],[cancel]	Fingerprint cancel.
02-21,10:49:28.571,E,[GF_HAL][Device],[enable_tp]	mode = 0.
02-21,10:49:29.095,E,libc,Access	denied finding property "persist.report.tid"
02-21,10:49:29.186,E,SurfaceFlinger,error	SurfaceFlinger: error setOppoPowerStatus:/sys/kernel/oppo_display/power_status(-1)
02-21,10:49:29.429,E,rutils,releaseProcess	1
02-21,10:49:59.430,E,rutils,releaseProcess	1
02-24,11:35:57.974,E,FastNetworkLocation,location	time is older!!
02-24,11:35:57.976,E,IzatSvc_ComboNetworkProvider,Exiting	Exiting with error proc line 226 "1"
02-24,11:35:58.252,E,NetlinkEvent,NetlinkEvent::FindParam():	NetlinkEvent: NetlinkEvent::FindParam(): Parameter 'INTERFACE' not found
02-24,11:35:58.252,E,NetlinkEvent,NetlinkEvent::FindParam():	NetlinkEvent: NetlinkEvent::FindParam(): Parameter 'STATE' not found
02-24,11:35:58.252,E,NetlinkEvent,NetlinkEvent::FindParam():	NetlinkEvent: NetlinkEvent::FindParam(): Parameter 'TIME_NS' not found
02-24,11:35:58.252,E,NetlinkEvent,NetlinkEvent::FindParam():	NetlinkEvent: NetlinkEvent::FindParam(): Parameter 'UID' not found
02-24,11:36:08.090,E,ANDR-PERF-MPCTL,Invalid	ANDR-PERF-MPCTL: Invalid profile no. 0, total profiles 0 only
02-24,11:36:08.194,E,.coloros.oshar,Not	since process cannot load the jdwp agent.
02-24,11:36:08.219,E,PhoneState,iconId	G.ED..... ......I. 0,0-0,0 #7f0a0117 app:id/data_inout}
02-24,11:36:08.224,E,FastNetworkLocation,location	time is older!!
02-24,11:36:08.228,E,IzatSvc_ComboNetworkProvider,Exiting	Exiting with error proc line 226 "1"
02-24,11:36:08.256,E,CheckPermission,_bluetooth	1 
02-24,11:36:10.530,E,PhoneState,iconId	G.ED..... ......I. 0,0-0,0 #7f0a0117 app:id/data_inout}
02-24,11:36:10.621,E,PhoneState,iconId	G.ED..... ......I. 0,0-0,0 #7f0a0117 app:id/data_inout}
02-24,11:36:11.744,E,loros.securepa,Not	since process cannot load the jdwp agent.
02-24,11:36:11.772,E,PhoneState,iconId	G.ED..... ......I. 0,0-0,0 #7f0a0117 app:id/data_inout}
02-24,11:36:11.854,E,NotificationService,Suppressing	notification from package by user request.
02-24,11:36:11.965,E,MediaTraceUtil,writeTraceToFile	trace is null or size is 0.so return
02-24,11:36:12.278,E,NotificationService,Suppressing	notification from package by user request.
02-24,11:36:20.750,E,rutils,releaseProcess	1
02-24,11:36:22.086,E,Parcel,Reading	string not supported here.
02-24,11:36:22.092,E,Parcel,Reading	string not supported here.
02-24,11:36:22.093,E,Parcel,Reading	string not supported here.
02-24,11:36:23.168,E,storaged,getDiskStats	failed with result NOT_SUPPORTED and size 0
02-24,11:38:20.752,E,rutils,releaseProcess	1
02-24,11:38:23.172,E,storaged,getDiskStats	failed with result NOT_SUPPORTED and size 0
